Vector DB,Embedding Type,Chunk Size,Overlap,Speed (s),Memory (MB),Total Chunks,Resulting Documents
mongo,nomic-embed-text,1000,50,51.461272954940796,1.540451,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
mongo,nomic-embed-text,1000,100,51.68475580215454,1.502587,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,200,0,46.738739013671875,18.250488,647,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,200,50,54.269116163253784,21.489916,785,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,200,100,158.47286891937256,26.403923,977,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,500,0,41.7507688999176,14.510523,507,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,500,50,726.0407319068909,14.049874,508,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,500,100,639.5692310333252,14.190628,512,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,1000,0,39.89391803741455,13.927565,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,1000,50,39.14067220687866,13.749728,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
chroma,nomic-embed-text,1000,100,313.3066391944885,13.819684,498,"doc::02 - Foundations.pdf_page_12_chunk_Something with Fast Insert and Fast Search? - Binary Search Tree - a binary tree where every node in the left subtree is less than its parent and every node in the right subtree is greater than its parent. 13 Image from: https://courses.grainger.illinois.edu/cs225/sp2019/notes/bst/ - 0.166970312595
doc::C12-bst.pdf_page_0_chunk_Chapter 12: Binary Search Trees A binary search tree is a binary tree with a special property called the BST-property, which is given as follows: For all nodes x and y, if y belongs to the left subtree of x, then the key at y is less than the key at x, and if y belongs to the right subtree of x, then the key at y is greater than the key at x. We will assume that the keys of a BST are pairwise distinct. Each node has the following attributes: p, left, and right, which are pointers to the parent, the left child, and the right child, respectively, and key, which is key stored at the node. 1 - 0.196106314659
doc::BST Code.pdf_page_1_chunk_in the binary search tree. tree_height() -> int: Calculates the height of the binary search tree. get_keys_in_order() -> List[Any]: Returns a list of keys in the binary search tree in ascending order. get_leaf_keys() -> List[Any]: Returns a list of keys of leaf nodes in the binary search tree. get_avg_value_list_len() -> float: Calculates the average length of value lists in the binary search tree. """""" def __init__(self): super().__init__() self.root: Optional[BSTNode] = None def _insert_recursive(self, current_node: Optional[BSTNode], key: Any, value: Any) -> BSTNode: """""" - 0.223883807659
doc::ICS 46 Spring 2022, Notes and Examples_ AVL Trees.pdf_page_0_chunk_time we insert a key into our binary search tree, it would ideally still be a perfect binary tree, in which case we'd know that the height of the tree would always be (log n), with a commensurate effect on performance. - 0.230523705482
doc::BST Code.pdf_page_3_chunk_of nodes in the binary search tree. Parameters: - node (Optional[BSTNode]): The root node of the binary search tree. Returns: - int: The number of nodes in the binary search tree. """""" if node is None: return 0 return 1 + self._count_nodes(node.left) + self._count_nodes(node.right) def _tree_height(self, node: Optional[BSTNode]) -> int: """""" - 0.238147854805"
